id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia
6662	Japanese Society of Biorheology	36	0	0
6790	Bozok Tip Dergisi	36	0	0
6892	International Journal of Educational Studies in Mathematics (IJESIM)	36	0	0
7021	Journal of Social Studies Education Research	36	0	0
7937	Kultur ve Iletisim - Culture &Communication	36	0	0
8144	Scholarena, LLC	36	0	0
8404	Korean Association for Adult and Continuing Education	36	0	0
8582	Korea Money and Finance Association	36	0	0
8607	Federal Reserve Bank of Minneapolis	36	0	0
8836	Oxford Pharamgenesis	36	0	0
8877	The Korean Association of Urban Policies	36	0	0
8905	Orissa Journal of Otolaryngology and Head and Neck Surgery	36	0	0
9200	The Korean Association of Asian Studies	36	0	0
9543	Korean Association of Legal Philosophy	36	0	0
9699	Science and Business Publishing UK Ltd.	36	0	0
9708	Vasundara Groups	36	0	0
10061	International Journal of Librarianship	36	0	0
10234	Korea Insurance Research Institute	36	0	0
10284	Institut National de la Statistique et des Etudes Economiques (INSEE)	36	0	0
10313	Kozlekedestudomanyi Szemle	36	0	0
10403	The Korean College of Clinical Pharmacy	36	0	0
10685	Revista Agropecuraria Tecnica - AGROTEC	36	0	0
10768	Riga Stradins University	36	0	0
10920	IBRAE RAN	36	0	0
11052	The Society of Korean and Chinese Humanities	36	0	0
11532	Russian Dialysis Society	36	0	0
11805	European Scientific Center Biological Marker s.r.o.	36	0	0
12019	Adiyaman Universitesi Saglik Bilimleri Dergisi	36	0	0
12038	Faculty of Islamic Education and Teachers Training	36	0	0
12293	Research Institute of Ukrainian Studies	36	0	0
84501	Journal of Engineering	36	0	0
49784	IAIN Bukittinggi	36	0	0
16098	Journal of Engineering	36	0	0
16100	IAIN Bukittinggi	36	0	0
4638	United Graduate School of Agricultural Science	35	0	0
4847	Korean Society of Odor Research and Engineering	35	0	0
5905	Department of Geophysics, Faculty of Science, University of Zagreb	35	0	0
7374	EDICE Programme	35	0	0
7743	Institute of Research and Journals	35	0	0
7904	Journal of European Education	35	0	0
8011	Peace, Conflict and Development:  An Interdisciplinary Journal	35	0	0
8454	Natural Science and Discovery	35	0	0
8475	NICEC, Ltd.	35	0	0
8532	International Journal of Business, Economics, and Management Perspectives	35	0	0
8535	Korea Institute for Future Politics	35	0	0
8926	Korean Association of Health anad Medical Sociology	35	0	0
9128	Instituto de Investigaciones Sociales	35	0	0
9172	Latin American Journal of Energy Research	35	0	0
9198	Institute of Anthropology	35	0	0
9513	Inonu Universitesi Kultur ve Sanat Dergisi/Inonu University Journal of Culture and Art	35	0	0
9584	The International Journal of Human Resource Development: Practice, Policy and Research	35	0	0
9857	Cadernos do CEOM	35	0	0
9977	​Acta Pharmaceutica Sciencia	35	0	0
10005	Indonesian Counselor Association (IKI)	35	0	0
10093	Seyahat ve Otel Isletmeciligi Dergisi	35	0	0
10278	Tarim Ekonomisi Dergisi	35	0	0
10849	Institut Agama Islam Ma arif NU (IAIMNU) Metro Lampung	35	0	0
10852	Dutch Bryological and Lichenological Society and Nordic Bryological Society	35	0	0
11076	Pusat Kajian Bimbingan dan Konseling FIPPS Unindra	35	0	0
11267	Community Medicine Faculties Association	35	0	0
11337	Minin University	35	0	0
11372	Ghanshyam Binani Academy of Management Sciences	35	0	0
11538	Cardiology Research Institute	35	0	0
11592	Vice Chancellor Faisalabad Medical University	35	0	0
11692	Marketing and Tourism Review	35	0	0
11733	Hayvansal Uretim	35	0	0
11769	Ikatan Ahli Informatika Indonesia (IAII)	35	0	0
11996	Association of Metallurgical Engineers of Serbia	35	0	0
12086	Ikatan Konselor Indonesia (IKI)	35	0	0
12086	Ikatan Konselor Indonesia (IKI)	35	0	0
2362	Instytut Bioinfobank Sp. z o.o.	34	0	0
3331	Radiologia.hu Kft	34	0	0
3455	GeroFam Journal	34	0	0
3721	Momentum Press	34	0	0
6109	The Korean Society for Marine Biotechnology	34	0	0
6138	European Journal of Research on Education	34	0	0
6627	Baris Arastirmalari	34	0	0
6637	Eskisehir Osmangazi University Journal of Economics and Administrative Sciences	34	0	0
7527	International Journal of Philippine Science and Technology	34	0	0
7801	The Korean Association of Psychoanalysis	34	0	0
7966	Revista do Tribunal de Contas do Estado de Minas Gerais	34	0	0
8173	Journal of General-Procedural Dermatology & Venereology	34	0	0
8197	RUSTEM (Russian Society for Trace Elements in Medicine)	34	0	0
8202	Association for Research of MPS and Rare Diseases	34	0	0
8364	Korea Internet of Things Society	34	0	0
8392	Birey ve Toplum Sosyal Bilimler Dergisi	34	0	0
8412	Divan: Disiplinlerarasi Calismalar Dergisi	34	0	0
9030	International Association for Vegetation Science (IAVS)	34	0	0
9031	Revista Brasileria de Estudos Organizacionais - RBEO	34	0	0
9055	Revista Moringa - Artes do Espetaculo	34	0	0
9471	Journal of Dentomaxillofacial Science	34	0	0
9583	Philosophy of Coaching	34	0	0
9874	Revista Odontoestomatologia	34	0	0
9974	Trakya University Journal of Natural Sciences	34	0	0
10067	Informaatiotutkimus	34	0	0
10230	Brief Encounters Postgraduate Journal	34	0	0
10350	Aurel Vlaicu University of Arad	34	0	0
10913	Tip Egitimi Dunyasi	34	0	0
10958	FSBSI TINRO Center	34	0	0
11089	STF Driyarkara - Diskursus	34	0	0
11674	Narotama University	34	0	0
11500	Guvenlik Bilimleri Dergisi	34	0	0
12312	Fundacion Letamendi Forns	34	0	0
201477	Fakultas Ilmu Komputer Universitas Narotama	34	0	0
15979	Fakultas Ilmu Komputer Universitas Narotama	34	0	0
16176	Universidad Tecnica de Ambato - Carrera de Medicina	34	0	0
1635	Graduate School of Environmental Science, Okayama University	33	0	0
6194	Medical Student Research Journal	33	0	0
6335	Sedam Sunchang Foundation	33	0	0
6602	Open Medscience Limited	33	0	0
7098	Magyar Pedagogia	33	0	0
7306	Turkish Journal of Academic Gastroenterology	33	0	0
7688	Opuscula Zoologica	33	0	0
7786	The Korea Association of Clinical Ultrasound	33	0	0
8486	Comhar Teoranta	33	0	0
8610	Kenya Meteorological Society	33	0	0
8654	IMBR RAS	33	0	0
8757	Korean Strategic Marketing Association	33	0	0
9110	Greater Poland Cancer Centre	33	0	0
9496	Mizoram University	33	0	0
9734	WERI Education Research Development Printing Publication, Ltd.	33	0	0
9873	Croatian Institute of History (Hrvatski Institut za Povijest)	33	0	0
9913	Creative Research Publishers	33	0	0
9916	Global Institute for Japanese Studies at Korea University	33	0	0
10224	University of West Bohemia	33	0	0
10388	The Society Korean Children Literature	33	0	0
10781	Society of Preventative Korean Medicine	33	0	0
10899	Bhatter College, Dantan	33	0	0
11170	Pisa University Press	33	0	0
11347	Ausasia Science and Technology Press Pty, Ltd.	33	0	0
11707	Modern English Drama Association of Korea	33	0	0
12018	Uluslararasi Turk Lehce Arastirmalari Dergisi	33	0	0
12018	Uluslararasi Turk Lehce Arastirmalari Dergisi	33	0	0
7070	MIM Research Group	33	0	0
7067	Kahramanmaras Sutcu Imam Universitesi Tip Fakultesi Dergisi	32	0	0
7333	Scientia Primar	32	0	0
7405	Publicacaoes Avulsas em Conservacao de Ecossistemas	32	0	0
8637	Communications in Inorganic Synthesis	32	0	0
8706	Yaoyi International Publishing	32	0	0
9040	The Korean Society for Western Medieval History	32	0	0
9149	International Journal of Computing and Information Sciences	32	0	0
9180	Institute of Language Research and Education	32	0	0
9234	Centro de Investigacion en Comportamiento Organizacional, Cincel SAS	32	0	0
9386	Minneapolis Heart Institute Foundation	32	0	0
9473	Hrvatsko filolosko drustvo (Croatian Philological Society)	32	0	0
9506	Korean Academy of Leadership	32	0	0
9585	Center for Handicraft and Batik	32	0	0
9642	University of Economics in Katowice	32	0	0
9973	Sustainable Aviation Research Society	32	0	0
10069	Science and Technology Studies	32	0	0
10136	Florida Gulf Coast University	32	0	0
10431	International Journal of Educational Research Review	32	0	0
10481	Comunicologia	32	0	0
10614	Korean Association of Human Resource Development	32	0	0
10807	National Institute of Rural Development and Panchayati Raj	32	0	0
10906	HMP Communications, LLC	32	0	0
11136	World Public Health Nutrition Association	32	0	0
11153	Mental Health Research Institute	32	0	0
11160	Diyala Journal of Medicine	32	0	0
11252	European Mechanical Science	32	0	0
11291	The Korean Society of Ocean Engineers	32	0	0
11473	Centros de Integracion Juvenil, A.C.	32	0	0
11563	Mass Research Publication Pvt Ltd	32	0	0
11792	Cientifica - Multidisciplinary Journal	32	0	0
11809	Pakistan Veterinary Journal	32	0	0
12082	Universitas Islam Negeri (UIN) Sultan Thaha Saifuddin Jambi	32	0	0
12133	University of Technology	32	0	0
12277	EARDA	32	0	0
12277	EARDA	32	0	0
15941	Sekolah Tinggi Teologi Pelita Bangsa Jakarta	32	0	0
12133	University of Technology	32	0	0
11995	Editorial Committee of the Swedish Institutes at Athens and Rome (ECSI)	32	0	0
11862	Korean Legal Center	32	0	0
84043	Sekolah Tinggi Teologi Pelita Bangsa Jakarta	32	0	0
15196	Asian Institute of Research	32	0	0
12289	Institute of Geological Sciences of the National Academy of Sciences of Ukraine	32	0	0
2135	Japan Organization of Clinical Dermatologists	31	0	0
4692	UCTEA Chamber of Surveying and Cadastre Engineers	31	0	0
5841	Journal of Surgical Arts	31	0	0
6353	Chumakov Institute of Poliomyelitis and Viral Encephalitides	31	0	0
6386	Visio Mundi Science Limited	31	0	0
6753	Balkan Libraries Union	31	0	0
7409	Korean Academy of Sensory Integration	31	0	0
8163	College of Humanities and Social Sciences, UAEU	31	0	0
8325	Brazilian Journal of International Relations	31	0	0
8989	Hungarian Demographic Research Institute	31	0	0
9201	The Society of Theology and Thought	31	0	0
9227	Iore International	31	0	0
9356	Scientific World Ltd.	31	0	0
9425	African Studies Association of Australasia and the Pacific (AFSAAP)	31	0	0
9858	Acta Brasiliensis	31	0	0
10065	Kulttuuripoliittisen tutkimuksen vuosikirja	31	0	0
10355	Fakultas Kehutanan, Universitas Hasanuddin (Forestry Faculty, Hassannuddin Univ)	31	0	0
10459	Korean Association for Semiotic Studies	31	0	0
10744	Institute of Humanities and Social Sciences	31	0	0
11051	Turkiye Ortadogu Calismalari Dergisi	31	0	0
11214	Revista Temas em Educacao e Saude	31	0	0
11424	Historia Agraria	31	0	0
11486	Institut Dirosat Islamiyah Al-Amien Prenduan	31	0	0
11493	Bilimname	31	0	0
11685	Geomatik	31	0	0
11785	Revista Educacao em Saude	31	0	0
11986	Sukkur IBA University	31	0	0
12037	University of Dubai	31	0	0
12192	Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep	31	0	0
12194	IKIP PGRI Bojonegoro	31	0	0
12160	Doxa Revista Brasileira de Psicologia e Educacao	31	0	0
12194	IKIP PGRI Bojonegoro	31	0	0
84322	STIKes Surya Mitra Husada	31	0	0
12192	Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep	31	0	0
12354	Korea Appraisal Board	31	0	0
41052	Associacao Brasileira de Ensino Odontologico ABENO	31	0	0
122164	The Society of Korean Thought and Culture	31	0	0
16012	The Society of Korean Thought and Culture	31	0	0
16037	STIKes Surya Mitra Husada	31	0	0
16074	Associacao Brasileira de Ensino Odontologico ABENO	31	0	0
1890	Korean Society for Cytopathology (KAMJE)	30	0	0
3592	Instituto Estudios Bursatiles (IEB)	30	0	0
4397	Faculty of Occupational Safety	30	0	0
5448	The Korean Society on Thrombosis and Hemostasis	30	0	0
6275	Society of Academy of Dermatology	30	0	0
7309	European Agrophysical Institut	30	0	0
7330	The Center for Social Welfare Research Yonsei University	30	0	0
7357	Kyoto University	30	0	0
7436	Theory, Methodology, Practice	30	0	0
7880	SENAI ISC	30	0	0
7954	Seoul International Law Academy	30	0	0
7955	Asian Concrete Federation	30	0	0
8094	Ecocycles	30	0	0
8124	Faculty of Medicine, Universiti Kebangsaan Malaysia	30	0	0
8320	Agora FIlosofica	30	0	0
8731	Berkeley Linguistics Society	30	0	0
8795	Rehabilitation Engineering And Assistive Technology Society of Korea	30	0	0
8936	Ustav Teoreticke a Aplikovane Mechaniky AC CR	30	0	0
9329	British Global Travel Health Association (BGTHA)	30	0	0
9340	Revista IUS GENTIUM	30	0	0
9449	Journal of Young Investigators	30	0	0
9552	The Online Journal of Recreation and Sport	30	0	0
9704	The Institute for Social Science Research, Kyungpook National University	30	0	0
9777	Pos-Graduacao em Comunicacao e Cultura – PPGCC	30	0	0
9805	Gwangju Catholic University Institute for Theology	30	0	0
9817	Broadcasting and Arts Research Institute	30	0	0
9864	Mondal I-Sciences	30	0	0
9904	Revista Saber Cientifico	30	0	0
10070	Lahikuva	30	0	0
10393	PDS Patklin	30	0	0
10440	Content Ed Net Taiwan Limited	30	0	0
10486	Delictae: Revista de Estudos Interdisciplinares sobre o Delito	30	0	0
10911	Saglik Akademisi Kastamonu	30	0	0
10924	Society for Art Education of Korea	30	0	0
11141	Medicina Veterinaria (UFRPE)	30	0	0
11145	International Journal of Sustainable Lighting	30	0	0
11257	LPPM Universitas Muhammadiyah Semarang	30	0	0
11740	Revista Medica del Uruguay	30	0	0
11749	Indian Academy of Sciences	30	0	0
11848	ORBIT	30	0	0
11910	Igdir Universitesi Ilahiyat Fakultesi	30	0	0
12004	Associacao Portuguesa de Sociologia	30	0	0
12390	Journal of Engineering Technology and Applied Science	30	0	0
11910	Igdir Universitesi Ilahiyat Fakultesi	30	0	0
12004	Associacao Portuguesa de Sociologia	30	0	0
12107	Universitas Serang Raya	30	0	0
12390	Journal of Engineering Technology and Applied Science	30	0	0
201563	Institut Seni Indonesia Denpasar	30	0	0
16006	Institut Seni Indonesia Denpasar	30	0	0
3875	Institute of Agricultural Management	29	0	0
5075	Japanese Society for Information and Systems in Education	29	0	0
6350	Medical Review Co, Ltd.	29	0	0
7879	Sulcus Publishing	29	0	0
8051	International Journal of Agricultural and Veterinary Sciences	29	0	0
8200	Institute of Mathematics and Its Applications	29	0	0
8717	The Association of Theory and Practice of Private Law	29	0	0
8887	Institute for Urban Humanities	29	0	0
9043	Korea Proprioceptive Neuromuscular Facilitation Association	29	0	0
9119	Mavlyutov Institute of Mechanics	29	0	0
9181	Institute for Legal Studies, Yonsei University	29	0	0
9229	SRMS Institute of Medical Sciences	29	0	0
9281	Association of Hispanists of Korea	29	0	0
9291	TI Journals	29	0	0
9437	American Meat Science Association	29	0	0
9764	Revista Juventude e Politicas Publicas	29	0	0
9867	College of Medicine, Alnahrain University	29	0	0
10009	The Japan Society of Coloproctology	29	0	0
10223	Association for the Development of Early Childhood Education in Turkey	29	0	0
10450	Estudios Sociales	29	0	0
10656	Nederlandse Commissie voor Stralingsdosimetrie (NCS)	29	0	0
10718	Revista de Educacao Matematica	29	0	0
10759	Institute for Population and Social Research	29	0	0
11297	STIKES Muhammadiyah Kudus	29	0	0
11334	Urban Development Scientific Publishing Pte Ltd	29	0	0
11368	University of Pitesti	29	0	0
11684	Mediterranean Agricultural Sciences	29	0	0
11764	The Journal of Curriculum and Evaluation	29	0	0
11944	Revista Trabalho, Politica e Sociedade	29	0	0
9293	University Library Groningen	29	0	0
12007	Bilingual Publishing Co.	29	0	0
11920	Plurais - Revista Disciplinar	29	0	0
11944	Revista Trabalho, Politica e Sociedade	29	0	0
8715	Marine Corps University Press	29	0	0
12362	Trade Analysis and Development Agency	29	0	0
12369	FSBEI HE Mari State University	29	0	0
16077	Eurasian Journal of Forest Science	29	0	0
1962	Japanese Society of Eucommia	28	0	0
4087	Educational Research e-Journal (EREJ)	28	0	0
4183	Faculty of Law, Banja Luka University	28	0	0
4903	The Kyushu Association of Neuropsychiatry	28	0	0
5286	Wyzsza Szkola Gospodarki Euroregionalnej im. Alcide de Gasperi w Jozefowie	28	0	0
5526	The City Planning Institute of Japan	28	0	0
6160	University of Natural Resources and Life Sciences BOKU Vienna	28	0	0
6573	Ataturk University Journal of the Agricultural Faculty	28	0	0
6849	Magyar Aprovad Kozlemenyek	28	0	0
8178	Saint Michael College of Caraga	28	0	0
8266	Central Institute of Cultural Heritage	28	0	0
8540	Faculty of Political Science, University of Zagreb	28	0	0
8604	The Institute for Culture, Media and Entertainment Laws	28	0	0
8778	Revista Latino-americana de Jornalismo - ANCORA	28	0	0
8846	Revista de Governanca Corporativa	28	0	0
8996	Nevelestudomany	28	0	0
9545	Institute of Natural Science	28	0	0
10453	Industrial and Organizational Psychology Association	28	0	0
10598	Association of Mexican American Educators Journal	28	0	0
11358	Academy of Asian Business (AAB)	28	0	0
11606	Muhasebe ve Vergi Uygulamalari Dergisi	28	0	0
201448	Politeknik Keuangan Negara STAN	28	0	0
260300	Turkish Journal of Engineering	28	0	0
11706	Anafora	28	0	0
12310	Kyiv National University of Technologies and Design	28	0	0
15972	Politeknik Keuangan Negara STAN	28	0	0
16017	Turkish Journal of Engineering	28	0	0
16195	BioMed Research Publishers	28	0	0
4620	Institute for Social Research	27	0	0
5662	State University Luhansk Taras Shevchenko National University	27	0	0
5769	Japanese Association for Management Systems	27	0	0
5997	The Institute of Environmental Studies Daejeon University	27	0	0
6376	Korean Journal of Financial Law	27	0	0
6693	Korean Isabu Society	27	0	0
6697	Health Sciences Library, Creighton University	27	0	0
6917	Arc Medieval Press, Medieval Institute Publications (Western Michigan University)	27	0	0
7115	Asian Scientific Publishers	27	0	0
7154	Magyar Vizivad Kozlemenyek	27	0	0
7397	Korean Ancient Historical Society	27	0	0
7418	Pan American Journal of Medical Thermology	27	0	0
