id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia
7416	Instituto Federal do Amapa	54	0	0
7434	The Association of Baccalaureate Social Work Program Directors, Inc.	54	0	0
8010	Pakistan Society of Nematologists	54	0	0
8708	Korean Society of Peripheral Nervous System	54	0	0
8775	Institute of Philosophy and Law, Ural Branch of the RAS	54	0	0
9130	Mugla Sitki Kocman University Journal of Education	54	0	0
9601	The Research Institute of Korean Education	54	0	0
9791	Universidad Privada Antenor Orrego	54	0	0
10059	Associacao Brasileira de Medicina Preventia e Administracao em Saude  - ABRAMPAS	54	0	0
10135	International Center for Business & Management Excellence (ICBME)	54	0	0
10176	The Society of Hospital Pharmacists of Australia	54	0	0
10329	SENA - Libraries	54	0	0
10723	Novos Estudos - CEBRAP	54	0	0
11092	Faculty of Public Health of Sriwijaya University	54	0	0
11277	International Journal of Disciplines In Economics and Administrative Sciences Studies (IDEAstudies)	54	0	0
11521	Journal of Surgery and Medicine	54	0	0
11695	Universidade Anhembi Morumbi	54	0	0
8343	Journal Morfologiceskie vedomosti - Morphological Newsletter	54	0	0
11905	Gdansk University of Physical Education and Sport	54	0	0
9414	EEEIC International Publishing	54	0	0
5988	Selcuk Journal of Agriculture and Food Sciences	53	0	0
7826	Universidad Metropolitana	53	0	0
8285	Statisztikai Szemle	53	0	0
8625	International Academy of Refrigeration (IAR)	53	0	0
8937	Engineering Faculty of Hasanuddin University	53	0	0
9738	Information Bulletin on Variable Stars (IBVS)	53	0	0
9839	Universidad Internacional de la Rioja	53	0	0
10425	Akademik Gida	53	0	0
10679	Strategic Public Management Journal	53	0	0
10993	Moscow State Institute of Civil Aviation	53	0	0
11573	Universidad Tecnica de Ambato	53	0	0
11745	Northern California Open Access Publications	53	0	0
11884	Institute of Agriculture Science and Technology	53	0	0
12095	STIKOM Tunas Bangsa Pematangsiantar	53	0	0
12404	Asociacion Colombiana de Cirugia	53	0	0
11884	Institute of Agriculture Science and Technology	53	0	0
1806	AIS Educator Association	52	0	0
2133	mEDRA	52	0	0
6568	Alfons W. Gentner Verlag	52	0	0
6682	Vakiflar Dergisi	52	0	0
8084	Grupo de Estudios en Seguridad Internacional (GESI)	52	0	0
8707	University of Sussex	52	0	0
9520	Korean Psychological Association	52	0	0
9832	The Academy of Transdisciplinary Learning and Advanced Studies	52	0	0
9854	Jornal de Estudos Espiritas	52	0	0
9960	The Korean Society of Nephrology	52	0	0
10057	Agency for Healthcare Research and Quality	52	0	0
10086	Finnish Journal of eHealth and eWelfare	52	0	0
10159	Bashkir State Medical University	52	0	0
10319	NPO Energobezopasnost	52	0	0
10660	AM Journal of Art and Media Studies	52	0	0
10922	Omer Halisdemir Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi	52	0	0
11165	Politeknik Kesehatan Tanjungkarang	52	0	0
11480	eSciPub LLC	52	0	0
11916	Institut za Savremenu Istoriju	52	0	0
11895	Sociedad Mexicana de Historia de la Educacion AC	52	0	0
15202	International Technology and Science Publications	52	0	0
11916	Institut za Savremenu Istoriju	52	0	0
3541	International Dental Research	51	0	0
5121	Korean Society of Sandplay Therapy	51	0	0
6710	The Musicological Society of Korea	51	0	0
7073	Canadian Association of Schools of Nursing	51	0	0
7215	Pamukkale University Journal of Divinity Faculty	51	0	0
8376	Korea Society of Coastal Disaster Prevention	51	0	0
8523	International Association for Shell and Spatial Structures	51	0	0
8885	Romanian Society of Anaesthesia and Intensive Care	51	0	0
9146	Doctormedia	51	0	0
9253	The Korean Balance Society	51	0	0
9485	University Consortium for Geographic Information Science (UCGIS)	51	0	0
9604	Chungbuk National University Social Science Institute	51	0	0
9822	Hylonome Publications	51	0	0
10464	Sociedad Mexicana de Investigacion y Divulgacion de la Educacion Matematica A. C.	51	0	0
10613	Dokuz Eylul Universitesi Iktisadi ve Idari Bilimler Dergisi	51	0	0
10734	Scientific Society for History of Health Culture, Belgrade	51	0	0
10765	United Association of Serbia for Quality UASQ	51	0	0
11536	The Pipeline Transport Institute	51	0	0
5138	International Society for Music Education	51	0	0
4863	Japanese Association of Occupational Therapists	50	0	0
4930	Instituto Agronomico de Pernambuco	50	0	0
5003	Journal Review Foundation	50	0	0
5359	International Association of Lowland Technology	50	0	0
5424	Marques Aviation Ltd.	50	0	0
5630	SC ASERS SRL	50	0	0
5712	Korean Institute for Practical Engineering Education	50	0	0
6886	Marianna University Society of Medical Science	50	0	0
7361	Adiyaman Universitesi Egitim Bilimleri Dergisi	50	0	0
7925	Translational Neuroscience and Clinics	50	0	0
8005	British Association for the Study of Religions (BASR)	50	0	0
8156	Revista e-ciencia	50	0	0
9398	SACCoM - Sociedad Argentina para las Ciencias Cognitivas de la Musica	50	0	0
9447	Papeles de Poblacon	50	0	0
9534	Arab Society for Plant Protection	50	0	0
9540	Revinter	50	0	0
10049	Early Childhood Australia	50	0	0
10417	Trakya Universitesi Egitim Fakultesi Dergisi	50	0	0
10625	International Journal of Advanced Engineering and Management (IJOAEM)	50	0	0
10653	Colegio Oficial de Ingenieros Agronomos de Centro y Canarias	50	0	0
10881	Institutos Superiores de Ensino do Censa	50	0	0
11030	Universidad Senor de Sipan SAC	50	0	0
11056	Irkutsk State University	50	0	0
11272	Irkutsk State Transport University	50	0	0
11330	e-Sarkiyat Ilmi Arastirmalari Dergisi	50	0	0
11605	Usak Universitesi Egitim Arastirmalari Dergisi	50	0	0
11644	SOYLEM Filoloji Dergisi	50	0	0
11649	Gazi Universitesi Fen Bilimleri Dergisi Part C: Tasarim ve Teknoloji	50	0	0
11872	International Journal of Scientific and Research Publications (IJSRP)	50	0	0
12012	Acta Medica Alanya	50	0	0
12157	STMIK Pontianak	50	0	0
12191	Universitas Islam Sumatera Utara	50	0	0
12157	STMIK Pontianak	50	0	0
12012	Acta Medica Alanya	50	0	0
116582	Kharkiv Medical Academy of Postgraduate Education KHMAPO	50	0	0
12174	The Korean Association of Women's Studies	50	0	0
14658	Allama Iqbal Open University	50	0	0
210306	Universitas Aisyiyah (UNISA) Yogyakarta	50	0	0
15977	Universitas Aisyiyah (UNISA) Yogyakarta	50	0	0
16159	Kharkiv Medical Academy of Postgraduate Education KHMAPO	50	0	0
4315	Faculdade de Tecnologia e Ciencias	49	0	0
4364	Social Sciences Directory Limited	49	0	0
5182	Polish Hyperbaric Medicine and Technology Society	49	0	0
5223	Crop Breeding and Applied Biotechnology	49	0	0
5863	The Institute of Economics, Zagreb	49	0	0
5951	International Social Sciences and Social Work Association (AICTS)	49	0	0
6214	Science Gate Publishing PC	49	0	0
6956	Hungarian Agricultural Engineering	49	0	0
7071	EJOVOC	49	0	0
7193	S/N Korean Humanities	49	0	0
7263	Journal of Military and Information Science	49	0	0
7551	International Journal of Automotive Engineering and Technologies	49	0	0
7598	Columella	49	0	0
7855	Amazonia: Science and Health	49	0	0
8136	The Korean Society for Teaching English Literature	49	0	0
8314	Fundacao Pedro Leopoldo - Revista Gestao and Tecnologia	49	0	0
8619	Nga Pae o te Maramatanga	49	0	0
8733	Federal Reserve Bank of Richmond	49	0	0
8848	Australian Water Association	49	0	0
9271	Rilem Publications SARL	49	0	0
9804	Korean Financial Management Association	49	0	0
10056	IAIN Palangka Raya	49	0	0
10648	NRCERM EMERCOM of Russia	49	0	0
10874	ROPOSTURO Romanian Association of Oral Rehabilitation and Posturotherapy	49	0	0
10928	Fiscaoeconomia	49	0	0
11338	University of Energy and Natural Resources	49	0	0
186781	Revista FAEMA	49	0	0
11401	National Society for Integration of Applied-Basic Medical Sciences	49	0	0
15989	Revista FAEMA	49	0	0
4191	Japan Society of Sport Anthropology	48	0	0
5383	Petrotex Publication Group	48	0	0
5555	University of the Western Cape Library Service	48	0	0
6134	Korean Society of Alcohol Science	48	0	0
7515	IBICT	48	0	0
7564	The Institute of Korean Arts Therapy	48	0	0
7989	Korean Rhinologic Society (KAMJE)	48	0	0
8107	Association of Global Studies Education	48	0	0
8336	Biblioteca do Centro de Educacao e Saude (CES)	48	0	0
8577	Pusan National University Educational Development Institute	48	0	0
8622	The Society of Korean Christian Social Ethics	48	0	0
9020	IBGE	48	0	0
9686	ESPM Rio de Janeiro	48	0	0
9757	Korean Urological Oncology Society	48	0	0
9812	Asociacion Colombiana de Gastroenterologia	48	0	0
10152	Association of Science Editors and Publishers	48	0	0
10174	NFC Institute of Engineering and Fertilizer Research	48	0	0
10873	Faculty of Law Josip Juraj Strossmayer University of Osijek	48	0	0
10973	Universidad de Piura	48	0	0
11054	Forest Research Institute Malaysia	48	0	0
11131	Universitas Pesantren Tinggi Darul Ulum (Unipdu)	48	0	0
11180	STKIP Muhammadiyah Pringsewu Lampung	48	0	0
11561	North-Ossetian State University named after Costa Levanovich Khetagurov	48	0	0
11578	Class Publishing	48	0	0
11850	Journal of Al-Qadisiyah for Computer Science and Mathematics	48	0	0
11867	The Korean Society Of East-West Comparative Literature	48	0	0
12321	Politeknik Negeri Batam	48	0	0
11850	Journal of Al-Qadisiyah for Computer Science and Mathematics	48	0	0
12249	JACS Directory	48	0	0
12321	Politeknik Negeri Batam	48	0	0
10161	Peer Community In	48	0	0
1961	diaRnet	47	0	0
4032	Revista Chilena de Neuropsicologia	47	0	0
4794	CADIME Centro Andaluz de Informacion de Medicamentos	47	0	0
4997	Usak University Journal of Material Sciences	47	0	0
5285	Health Reform Observer - Observatoire des Reformes de Sante	47	0	0
6356	FORMATH Research Group	47	0	0
6702	Ondokuz Mayis University Review of the Faculty of Divinity	47	0	0
6770	Revista Interfaces: Saude, Humanas e Technologia	47	0	0
7713	Fundacao Centro Tecnologico de Juiz de Fora (FCT)	47	0	0
7727	Teknik Dergi	47	0	0
7756	Sosyoloji Arastirmalari Dergisi	47	0	0
7898	Rishi Educational Society	47	0	0
8149	The Korean Society of Calligraphy	47	0	0
8267	The Korean Academy of Scientific Criminal Investigation	47	0	0
8383	Islam Medeniyet Arastirmalari Dergisi (IMAD)	47	0	0
8698	Institute of Ethnology, Czech Academy of Sciences	47	0	0
8825	The Journal of International Management Research	47	0	0
8865	Revista Brasileira de Gestao Ambiental e Sustentabilidade	47	0	0
8881	International Journal of Assessment Tools in Education	47	0	0
9035	Institute of Tourism Research, Hanyang University	47	0	0
9197	Korean Publishing Science Society	47	0	0
9580	SDU Journal of Health Sciences	47	0	0
9664	Journal of Communications Technology, Electronics and Computer Science (JCTECS)	47	0	0
9767	Textura	47	0	0
10073	Sosiaalilaaketieteellisen aikakauslehti	47	0	0
10359	PKP2A III Lembaga Administrasi Negara	47	0	0
10467	Department of Chemistry Sriwijaya University	47	0	0
10500	Dokuz Eylul Universitesi Isletme Fakultesi Dergisi	47	0	0
10934	Journal of Pakistan Dental Association	47	0	0
11046	Asociacion Colombiana de Facultades de Ingenieriia (ACOFI)	47	0	0
12209	STAIN Kediri	47	0	0
81610	Crimson Publishers	47	0	0
12209	STAIN Kediri	47	0	0
15185	Universitas Klabat	47	0	0
12386	Korean Music Education Society	47	0	0
14815	Missouri Academy of Science	47	0	0
81641	N.S. Memorial Scientific Research and Education Society	47	0	0
16237	N.S. Memorial Scientific Research and Education Society	47	0	0
927	Historic Brass Society	46	0	0
3043	Japan Academic Collaborations Medical Society	46	0	0
3326	Malaysian Palm Oil Council	46	0	0
5567	Serbian Union of Surveyors	46	0	0
5644	Beykoz Akademi Dergisi	46	0	0
6803	Plant Protection Bulletin	46	0	0
7060	Ormancilik Arastirma Dergisi	46	0	0
7471	The Center for Asia and Diaspora	46	0	0
7503	Babasaheb Bhimrao Ambedkar University	46	0	0
7584	Journal of Clinical and Translational Research	46	0	0
7971	Uyusmazlik Mahkemesi Dergisi	46	0	0
8047	Revista de Estudos e Pesquisas Avancadas do Terceiro Setor	46	0	0
8910	Brazilian Journal of Biological Sciences	46	0	0
8930	Recreation	46	0	0
9008	Sosyal Politika Calismalari Dergisi	46	0	0
9396	Abanico Veterinario	46	0	0
9560	Revista Meio Ambiente e Sustentabilidade	46	0	0
10043	International Scientific Invention Journals	46	0	0
10212	Transversal: International Journal for the Historiography of Science	46	0	0
10605	University Service Publishing	46	0	0
10750	Universidad Nacional Toribio Rodriguez de Mendoza	46	0	0
10949	Ilke Ilim Kultur ve Egitim Dernegi	46	0	0
11199	Journal of Mosaic Research	46	0	0
12058	STIKES Aisyah Pringsewu Lampung	46	0	0
12229	Croatian Library Association	46	0	0
11880	Korea Research Association of International Commerce	46	0	0
12058	STIKES Aisyah Pringsewu Lampung	46	0	0
3834	Wilolud Journals	45	0	0
5005	SZVT Research and Development Center	45	0	0
5924	TAPAC: Theatre and Performance Across Cultures	45	0	0
6665	Studia Botanica Hungarica	45	0	0
6997	Indonesian Journal of International Law	45	0	0
7081	Lundh Research Foundation	45	0	0
7591	Assonebb	45	0	0
7635	Trofimuk Institute of Petroleum Geology and Geophysics (SB RAS)	45	0	0
7650	Sociedad Rio-Grandeense de Bioetic (SORBI)	45	0	0
8206	Middle Black Sea Journal of Health Science	45	0	0
8355	NAPICU (National Association of Psychiatric Intensive Care Units)	45	0	0
8647	Journal of Systems Science and Information (JSSI)	45	0	0
8830	Korean Human Resource Development Strategy Institute	45	0	0
9519	Korean Association for Buddhist Studies	45	0	0
9789	Archyworld Publishing, Ltd.	45	0	0
9849	International Journal of Nutrology	45	0	0
10068	Virittaja	45	0	0
10592	Center for Postgraduate Education and Scientific Research	45	0	0
10717	Revista Texto Poetico	45	0	0
10729	Facultad de Ciencias Economicas y Administrativas de la Universidad de Cuenca	45	0	0
11110	Islami Arastirmalar Dergisi	45	0	0
11504	Asociacion Colombiana de Medicina Fisica y Rehabilitacion	45	0	0
11928	Revista Brasileira de Fisica Medica	45	0	0
11928	Revista Brasileira de Fisica Medica	45	0	0
12033	GSC Online Press	45	0	0
11068	National Bank of Ukraine	45	0	0
16106	Balai Besar Pengembangan SDM dan Penelitian Komunikasi dan Informatika Medan	45	0	0
2117	Japan Kaatsu Training Society	44	0	0
3199	The National Federation of the Blind	44	0	0
3752	Croatian Anthropological Society	44	0	0
4375	Japanese Educational Research Association	44	0	0
5097	EarthSpace	44	0	0
7179	Institute of Business Management and Rural Development	44	0	0
7523	Revista Mexicana de Ingenieria Biomedica	44	0	0
7667	Gratis Open Access Publishers LLC	44	0	0
8076	Istanbul University Faculty of Fisheries	44	0	0
8217	Instituto Adventista de Ensino	44	0	0
8264	Petersburg State Transport University	44	0	0
8290	Botanical Survey of India	44	0	0
8539	Synchro Publisher	44	0	0
8822	Kresge Library, Oakland University	44	0	0
8983	ACFE Indonesia Chapter	44	0	0
9113	Turkish Journal of Physiotherapy and Rehabilitation	44	0	0
9355	Journal of Education in Science, Environment and Health	44	0	0
9758	Diyalektolog - Ulusal Hakemlin Sosyal Arastirmalar Dergisi	44	0	0
9842	Jaipuria Institute of Management, India	44	0	0
10574	Sociedade Portuguesa de Medicina Interna	44	0	0
10615	The Korea Association of Literature for Children and Young Adults	44	0	0
10829	Hitelintezeti	44	0	0
11133	Associacio Catalana de Comptabilitat i Direccio	44	0	0
11332	Escuela de Posgrado de la Universidad Nacional del Altiplano	44	0	0
11874	Pen Academic Publishing	44	0	0
2719	The London Student Journal of Medicine	43	0	0
5001	The Asian Association of World Historians	43	0	0
5115	University of Western Sydney SOHACA	43	0	0
5504	Korean Society of Sport Psychology	43	0	0
5857	Vensel Publications	43	0	0
6211	Alexandru Ioan Cuza University	43	0	0
7064	Revista do Instituto Historico e Geografico do Para	43	0	0
7313	STEM Fellowship	43	0	0
7422	Erciyes University Journal of Faculty of Economics and Administrative Sciences	43	0	0
7478	Council for Children with Behavioral Disorders	43	0	0
7663	One Earth Future Foundation	43	0	0
7868	Maritime Faculty Journal - Denizcilik Fakultesi Dergisi	43	0	0
9108	Center for Global Trade Analysis	43	0	0
9274	Korean Association of Sport Pedagogy	43	0	0
9581	Korea Distribution and Logistics Policy Association	43	0	0
9838	Journal of Earth Energy Engineering	43	0	0
9958	Revista Dimensoes	43	0	0
10104	Instituto Peruano de Orientacion Psicologica - IPOPS	43	0	0
10263	Research Institute for Image and Cultural Contents	43	0	0
10356	Institut Agama Islam Negeri (IAIN) Palopo	43	0	0
10488	Revista da Faculdade de Direito de Valenca	43	0	0
10523	Schwabe AG	43	0	0
11276	NP EB Regional Problems of Transforming the Economy	43	0	0
11393	Korean Securities Association	43	0	0
11590	Mehmet Akif Ersoy Universitesi Fen Bilimleri Enstitusu Dergisi	43	0	0
12019	Adiyaman Universitesi Saglik Bilimleri Dergisi	43	0	0
7537	E-Conservation Journal - University of Evora	43	0	0
12351	Kotelnikov Institute of Radioengineering and Electronics of Russian Academy of Sciences	43	0	0
16217	South Asia Management Association	43	0	0
4278	International Journal of Soft Computing and Software Engineering	42	0	0
5537	Korean Academy of Sleep Medicine	42	0	0
6076	Croatian Ethnological Society	42	0	0
6391	Japan Society for Simulation Technology	42	0	0
6545	International Association for Humanistic Studies in Language	42	0	0
6549	Gazi Egitim Faukeltesi Dergisi	42	0	0
6621	Journal of Western History	42	0	0
6988	Active Aging Research Center	42	0	0
7694	Institute for Poverty Alleviation and International Development	42	0	0
7851	Korean Society of Community-Based Occupational Therapy Association	42	0	0
7902	Federal Reserve Bank of Kansas City	42	0	0
7979	Hellenic Semiotic Society	42	0	0
8326	Paralellus Revista de Estudos Religioso	42	0	0
8443	Beykent University Journal of Science and Engineering	42	0	0
9315	Faculdad de Turismo y Gastronomia de UAEM	42	0	0
9364	We Ken	42	0	0
9404	The Journal of Business Science	42	0	0
9715	Korean Society of Dairy Science and Technology	42	0	0
9776	Korean Society of Laryngology, Phoniatrics and Logopedics	42	0	0
9845	Cyprus International University	42	0	0
10012	Center for Crisis Society Studies	42	0	0
10127	Matej Bel University in Banska Bystrica	42	0	0
10235	Dostoevsky Omsk State University	42	0	0
10386	The Korean Society for Urban Railway	42	0	0
10427	Letra e Imagem Editora e Producoes Ltda	42	0	0
10508	Mehmet Akif Ersoy Universitesi Veteriner Fakultesi Dergisi	42	0	0
10631	Jurnal Komuniksi ISKI	42	0	0
10876	Revista Direitos Sociais e Politicas Publicas UNIFAFIBE	42	0	0
11444	The Journal of International Civilization Studies	42	0	0
11540	P.P. Shirshov Institute of Oceanology, RAS	42	0	0
11806	Faculty of Economics, Universitas Sriwijaya	42	0	0
11896	Instituto Politecnico de Viseu	42	0	0
12174	The Korean Association of Women's Studies	42	0	0
11896	Instituto Politecnico de Viseu	42	0	0
12039	Universitas Muhammadiyah Gresik	42	0	0
11996	Association of Metallurgical Engineers of Serbia	42	0	0
12332	RJI	42	0	0
14667	Universitas Pahlawan Tuanku Tambusai	42	0	0
14742	Acta Scientifica Publications Pvt. Ltd.	42	0	0
16107	Oral Roberts University	42	0	0
2846	ReVision Publishing	41	0	0
3357	Norwegian Association of Optometry	41	0	0
4934	Institute for Policy Studies and Social Innovation, University of Hyogo	41	0	0
6423	The Russian Law Academy of the Ministry of Justice of the RF	41	0	0
6977	ERFARET	41	0	0
7152	Future Energy Service and Publishing	41	0	0
7479	Federacao Brasileira de Psicodrama	41	0	0
7548	Revista EducaOnline	41	0	0
7968	Associacao Educacional de Araras	41	0	0
8262	Anadolu University Journal of Science and Technology – B Theoretical Sciences	41	0	0
8583	KeiMyung University Institute for Women's Studies	41	0	0
8738	Revista Geonorte	41	0	0
8821	Associacao Portuguesa de Terapeutas da Fala (Portuguese Association of Speech Therapists)	41	0	0
8832	SBS Foundation	41	0	0
8909	American Portuguese Studies Association	41	0	0
8992	Peperosso	41	0	0
9301	Intermedia International e-journal	41	0	0
9349	West Virginia State Medical Association (WVSMA)	41	0	0
9714	Konkuk Research Institute of Real Estate and Urban Studies	41	0	0
9967	GREI - Grupo de Estudos Interdisciplinares	41	0	0
10178	International Journal of Business and Economic Affairs	41	0	0
10465	International Journal of Computation and Applied Science	41	0	0
10624	Archives of Clinical and Experimental Medicine	41	0	0
10880	Direito e Desenvolvimento	41	0	0
11026	Sabre Management Solutions Pvt. Ltd.	41	0	0
11034	Journal of Advanced Research in Social Sciences and Humanities	41	0	0
11062	iMedPharm	41	0	0
11265	Extension Education Society	41	0	0
11362	SCAD Independent	41	0	0
11497	Alinteri Zirai Bilimler Dergisi	41	0	0
11747	International Society of Philosophy and Cosmology	41	0	0
11964	Our Language	41	0	0
2034	21st Century COE Program	40	0	0
5010	Reversal Theory Society	40	0	0
5482	Korean Society for Quality in Health Care	40	0	0
5760	Center for the Study of Chinese Characters in Korea	40	0	0
6130	Korean Academy of Esthetic Dentistry	40	0	0
6663	The Research Institute of Nursing Science, Seoul National University (KAMJE)	40	0	0
6724	Inonu University Journal of Art and Design	40	0	0
6752	The Korean Association of Catholic Philosophers	40	0	0
7121	Nucleo para o Desenvolvimento de Tecnologia e Ambientes Educacionais (NPT)	40	0	0
7705	Istanbul Journal of Sociological Studies	40	0	0
8042	Revista Juridica Uniandrade	40	0	0
8309	Programa de Pos Graduacao em Administracao da UFF/VR	40	0	0
8543	International Journal of Economics and Innovation	40	0	0
8806	The Korean Society of Industrial Convergence	40	0	0
8875	ABEC Publicacoes	40	0	0
8912	Sierra Journals	40	0	0
9242	JSC Vniizht	40	0	0
9342	Revista Uninter de Comunicacao	40	0	0
9439	MayDay Group	40	0	0
10016	Revista Pratica Docente	40	0	0
10789	Erbil Polytechnic University	40	0	0
10870	Tropical Journal of Applied Natural Sciences (TJANS)	40	0	0
11176	National Institute of Telecommunications	40	0	0
11339	STMIK AKAKOM Yogyakarta	40	0	0
11385	Cruzeiro do Sul Educacional	40	0	0
11510	Revista Brasileira de Pesquisa em Educacao em Ciencia	40	0	0
11616	Fakultas Sains dan Teknologi UINSA	40	0	0
11666	ZygoScient Research Insights Inc.	40	0	0
11679	Sanat Tarihi Dergisi	40	0	0
12269	Badan Penelitian dan Pengembangan SDM Kominfo	40	0	0
12269	Badan Penelitian dan Pengembangan SDM Kominfo	40	0	0
11688	University of Management and Technology	40	0	0
12372	Agentstvo Tvortheskih Tekhnologiy	40	0	0
16249	Institut Teknologi Adhi Tama Surabaya	40	0	0
3014	Dialogue and Discourse	39	0	0
3565	Journal of Integrated Disaster Risk Management	39	0	0
5996	Korean Society of Arts and Cultural Management	39	0	0
6123	WorldAcademics, BOSON Academic Publishers	39	0	0
6261	SolarLits	39	0	0
7327	Korean Society for Environmental Education	39	0	0
7404	Anadolu Universitesi Bilim ve Teknoloji Dergisi C : Yasam Bilimleri ve Biyoteknoloji	39	0	0
7789	Biztositas es Kockazat	39	0	0
8017	International Society of Environmental Botanists	39	0	0
8368	Korean Development Economics Association	39	0	0
8589	BirdLife Australia, Ltd.	39	0	0
8592	Osmanli Medeniyeti ve Arastirmalari Dergisi	39	0	0
8745	Industrial Promotion Institute	39	0	0
9048	Alternatives: Turkish Journal of International Relations	39	0	0
9551	Departamento de Educacao UFV	39	0	0
10360	Fundacja Heart Beat	39	0	0
10394	China Power Supply Society	39	0	0
10790	Franz Steiner Verlag GmbH	39	0	0
11220	Revista de  Ciencia e Inovacao	39	0	0
11311	Private Publisher Chaban O.S.	39	0	0
11313	Revista Phoinix	39	0	0
11373	International Journal of Advanced Scientific Research and Development	39	0	0
12038	Faculty of Islamic Education and Teachers Training	39	0	0
12082	Universitas Islam Negeri (UIN) Sultan Thaha Saifuddin Jambi	39	0	0
11991	Academy of IRMBR	39	0	0
14976	The University of Danang	39	0	0
4702	Society of Antiquaries of Scotland	38	0	0
4910	Belgrade Centre for Security Policy	38	0	0
6058	Chonnam National University Fishing Technology Institute	38	0	0
6184	Society of Allied Health Services	38	0	0
6204	Indian Journal of Peritoneal Dialysis	38	0	0
6468	Yonsei Institute for North Korean Studies	38	0	0
7117	Croatian Society of Art Historians	38	0	0
7589	Informacao Arquivistica	38	0	0
7596	Universidade Veiga de Almeida	38	0	0
7606	Is ve Insan Dergisi	38	0	0
7657	Jurnal Riset dan Aplikasi: Akuntansi dan Manajemen	38	0	0
7666	Pacific Society for Reproductive Health Charitable Trust	38	0	0
8025	Zayed University Press	38	0	0
8210	Eutomia - Revista de Literatura e Linguistica	38	0	0
8239	The City History Compilation Committee of Busan	38	0	0
8387	Revista Contemporanea de Educacao	38	0	0
8925	Journal of Caucasian Studies	38	0	0
8965	Nordic Academic Press	38	0	0
9022	Remipe - Revista da Micro e Pequenas Empresas e Empreendedorismo	38	0	0
9210	Reforesta	38	0	0
9269	Mission and Society Research Institute	38	0	0
9339	Programa de Pos Graduacao em Direito da Universidade Federal do Rio de Janeiro	38	0	0
9371	SIRIM Industrial Research	38	0	0
9763	Asian Society of Cardiovascular Imaging	38	0	0
10245	University of Missouri	38	0	0
10277	Korean Association for Research, Procedures and Education on Trauma	38	0	0
10327	Biology Department, Faculty of Mathematics and Natural Sciences, Sriwijaya University	38	0	0
10398	Disaster Nursing Global Leader Degree Program	38	0	0
10564	Educacao em Foco	38	0	0
10577	Sreyas Institute of Engineering and Technology	38	0	0
10684	DEDE KORKUT Uluslararasi Turk Dili ve Edebiyati Arastirmalari Dergisi	38	0	0
10709	Digital ProScholar Media	38	0	0
10891	Asociacion Argentina de Ecologia	38	0	0
10956	Lucian Blaga Central University Library of Cluj	38	0	0
11050	Biblioteca Central da UNB	38	0	0
11217	East Himalayan Society for Spermatophyte Taxonomy	38	0	0
11689	Editora TantaTinta	38	0	0
11823	Centro de Educacao Superior de Guanambi (CESG)	38	0	0
12295	Kharkiv National University of Radioelectronics	38	0	0
8718	Philippine Journal of Pathology	38	0	0
8965	Nordic Academic Press	38	0	0
9462	Russian Foundation for Basic Research	38	0	0
175177	Crimean Astrophysical Observatory	38	0	0
16049	Crimean Astrophysical Observatory	38	0	0
5977	Ancestral Health Society	37	0	0
7230	Yerbilimleri	37	0	0
7265	Faculty of Entrepreneurship and Business, Universiti Malaysia Kelantan	37	0	0
7268	AEQUA & SEG	37	0	0
7289	The Korean Association of Educational Methodology Studies	37	0	0
7560	South Egypt Cancer Institute	37	0	0
7610	European Association of Scientific Research	37	0	0
7720	Australian Housing and Urban Research Institute (AHURI)	37	0	0
7752	Beytulhikme An International Journal of Philosophy	37	0	0
8269	International Academy of Global Business and Trade	37	0	0
8279	European Journal of Physics Education	37	0	0
8382	International Convergence Management Association	37	0	0
8755	Kastamonu Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi	37	0	0
8828	Dogal Afetler ve Cevre Dergisi	37	0	0
8843	Journal of International Dental Scienes (BEUN)	37	0	0
9015	The Korean Retina Society	37	0	0
9037	London Centre for Social Studies	37	0	0
9077	International Journal of Food and Allied Sciences	37	0	0
9111	Dongnam Journal of Korean Language and Literature	37	0	0
9126	Revista Direito UFMS	37	0	0
9309	Korean Academy of Speech-Language Pathologies	37	0	0
9464	Pakistan Journal of Pharmaceutical Research	37	0	0
9769	Programa de Pos- Graduacao em Educacao – PPGE	37	0	0
9825	Hanyang Peace Institute	37	0	0
9883	Defense Acquisition University Press	37	0	0
10525	Faculty of Teacher Training and Education	37	0	0
10600	Centr Regionalnikh Issledovanij	37	0	0
10776	KSPU named after V.P. Astafiev	37	0	0
11364	lnternational Electronic Journal of Elementary Education	37	0	0
11374	Agriculture and Environmental Science Academy	37	0	0
11524	Audit Board of the Republic of Indonesia	37	0	0
11609	Ponteditora	37	0	0
12033	GSC Online Press	37	0	0
12051	STKIP Nurul Huda	37	0	0
12051	STKIP Nurul Huda	37	0	0
12037	University of Dubai	37	0	0
10321	Jeoloji Muhendisligi Dergisi	37	0	0
14927	Universitas Medan Area	37	0	0
11848	ORBIT	37	0	0
11854	Physico-Technical Society of Kazakhstan	37	0	0
10894	Scientific Scholar	37	0	0
3905	International Association of Astacology	36	0	0
4160	American Chinese Medical Exchange Society	36	0	0
5034	Pacific University (bepress)	36	0	0
5296	Korean Society for Nosocomial Infection Control (KAMJE)	36	0	0
5980	American Academy of Psychiatry and the Law	36	0	0
6390	Korean Association for Government Accounting	36	0	0
