id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia 	prefixes
1763	Reactome	475	14	2.94736842105263	10.3180
1525	Northwest Atlantic Fisheries Organization (NAFO)	512	15	2.9296875	10.2960
283	NIDA/RTI International	171	5	2.92397660818713	10.1151
118	Japan Society of Equine Science	411	12	2.91970802919708	10.1294
5141	Journal of Insect Biodiversity	103	3	2.9126213592233	10.12976
8021	International Union of Geological Sciences	103	3	2.9126213592233	10.18814
5675	ALTEX Edition	347	10	2.88184438040346	10.14573
2533	The Campbell Collaboration	174	5	2.8735632183908	10.4073
5803	The Korean Movement Disorder Society	209	6	2.87081339712919	10.14802
3658	The Oceanography Society	1986	57	2.87009063444109	10.5670
3442	Korean Society for Biochemistry and Molecular Biology - BMB Reports	1917	55	2.86906624934794	10.5483
4452	Children, Youth and Environments Center	244	7	2.86885245901639	10.7721
2353	South Carolina Entomological Society	140	4	2.85714285714286	10.3954
3526	Colegio Oficial de Bibliotecarios y Documentalistas de la Comunidad Valenciana (COBDCV)	70	2	2.85714285714286	10.5557
1913	Inter-Research Science Center	24704	700	2.83354922279793	10.3354
9382	Association for the Advancement of Artificial Intelligence (AAAI)	531	15	2.82485875706215	10.1609, 10.21918
2061	The Middle East Journal	535	15	2.80373831775701	10.3751
1221	Association for Tropical Biology	396	11	2.77777777777778	10.1646
4376	North Carolina Academy of Science, Inc.	72	2	2.77777777777778	10.7572
9965	PJSC Human Stem Cells Institute	36	1	2.77777777777778	10.23868
15	American Psychological Association (APA)	299139	8285	2.76961546304561	10.1037, 10.5084
5451	Korean Society for Molecular and Cellular Biology	471	13	2.76008492569002	10.14348
6332	University of St. Andrews Library	145	4	2.75862068965517	10.15664
4565	Butler University, Irwin Library	618	17	2.75080906148867	10.7825
12	American Meteorological Society	97407	2671	2.74210272362356	10.1175
80	The Endocrine Society	111743	3058	2.73663674682083	10.1210
5906	Forschungsinstitut zur Zukunft der Arbeit GmbH	329	9	2.73556231003039	10.15185
1243	Radiation Research Society	3255	89	2.73425499231951	10.1667
5877	The Winnower, LLC	294	8	2.72108843537415	10.15200
9829	Authorea, Inc.	294	8	2.72108843537415	10.22541, 10.15200
1858	Croatian Medical Journal	922	25	2.7114967462039	10.3325
7728	Instytut Badan Literackich PAN/The Institute of Literary Research PAS	37	1	2.7027027027027	10.18318
222	American Association for Clinical Chemistry (AACC)	6315	170	2.69200316706255	10.15428, 10.1373
1856	Ferrata Storti Foundation (Haematologica)	4205	113	2.68727705112961	10.3324
2367	Korean Neurological Association (KAMJE)	596	16	2.68456375838926	10.3988
8742	The Japan Foundation, Sydney	75	2	2.66666666666667	10.21159
1569	The American Mosquito Control Association	1091	29	2.65811182401467	10.2987
5083	Librello	151	4	2.64900662251656	10.12924
2326	EduRad	608	16	2.63157894736842	10.3941
1237	Micropaleontology Press BioOne	76	2	2.63157894736842	10.1661
6584	Turkish Journal of Sociology	38	1	2.63157894736842	10.16917
9341	Escola Nacional de Administracao Publica (ENAP)	38	1	2.63157894736842	10.21874
2548	The Peregrine Fund	153	4	2.61437908496732	10.4080
633	Lamaze International	500	13	2.6	10.1624
4301	Fondazione Pro Herbario Mediterraneo	154	4	2.5974025974026	10.7320
5302	Harrassowitz Publishing House	424	11	2.59433962264151	10.13173
5788	LymphoSign Journal Limited Partnership	78	2	2.56410256410256	10.14785
10387	Journal of Tourism Theory and Research	39	1	2.56410256410256	10.24288
5970	The Fibreculture Journal	39	1	2.56410256410256	10.15307
3215	Journal of Injury and Violence Research	157	4	2.54777070063694	10.5249
1	Annals of Family Medicine	1970	50	2.53807106598985	10.1370
6943	Biodiversity Science	711	18	2.53164556962025	10.17520
3929	Japan Agency for Marine-Earth Science and Technology	119	3	2.52100840336134	10.5918
3624	The Korean Society for Reproductive Medicine (KAMJE)	200	5	2.5	10.5653
6603	Yale University Library	40	1	2.5	10.17132
3952	Mycobiology (KAMJE)	802	20	2.49376558603491	10.5941
4379	Just Medical Media, Ltd.	121	3	2.47933884297521	10.7573
10047	BioExcel	121	3	2.47933884297521	10.7573, 10.23957
3810	Japanese Society of Food Microbiology	686	17	2.47813411078717	10.5803
2983	Rambam Health Care Campus	283	7	2.47349823321555	10.5041
3600	The Korean Society of Systematic Zoology	445	11	2.47191011235955	10.5635
1658	American Board of Family Medicine (ABFM)	2358	58	2.45971162001696	10.3122
2957	The Korean Nutrition Society and The Korean Society of Community Nutrition (KAMJE)	734	18	2.45231607629428	10.4162
4485	Perspectives of New Music	204	5	2.45098039215686	10.7757
1203	Department of Biomedical Imaging, University of Malaya, Malaysia	369	9	2.4390243902439	10.2349
4569	White Globe Publications	82	2	2.4390243902439	10.7815
4137	Ivyspring International Publisher	4683	113	2.41298313047192	10.7150
3578	The Korean Society of Environmental Health and Toxicology (KAMJE)	167	4	2.39520958083832	10.5620
1602	Society of Nuclear Medicine	4504	107	2.37566607460036	10.2967
4885	Croatian Society for Medical Biochemistry and Laboratory Medicine	464	11	2.37068965517241	10.11613
5255	Universidade Estadual de Feira de Santana	1139	27	2.37050043898156	10.13102
4490	Korean Society of Clinical Nutrition (KAMJE)	127	3	2.36220472440945	10.7762
288	Portland Press Ltd.	108941	2572	2.3609109517996	10.1042
5380	Journal of Animal Behaviour and Biometeorology	85	2	2.35294117647059	10.14269
5830	Applied Systems, srl	85	2	2.35294117647059	10.15190
1602	Society of Nuclear Medicine	4575	107	2.33879781420765	10.2967
2554	Institute of Hematology, Catholic University	599	14	2.33722871452421	10.4084
2354	Northwest Scientific Association	515	12	2.33009708737864	10.3955
5507	Hellenic Endocrine Society	601	14	2.32945091514143	10.14310
4185	Association of Biomolecular Resource Facilities	129	3	2.32558139534884	10.7171
4199	European Association of Geochemistry	86	2	2.32558139534884	10.7185
7889	Kernel Press UG (haftungsbeschrankt)	43	1	2.32558139534884	10.18547
1213	American Association of Zoo Veterinarians	2426	56	2.3083264633141	10.1638
408	University of California Press	127185	2935	2.30766206706766	10.1525, 10.2483, 10.2191
6182	Check List Journal	2386	55	2.30511316010059	10.15560
7893	Foundation for Open Access Statistic	1085	25	2.30414746543779	10.18637
737	Journal of Rehabilitation Research & Development	1520	35	2.30263157894737	10.1682
109	Institute for Operations Research and the Management Sciences (INFORMS)	31446	724	2.30235960058513	10.1287
7123	Balkan Journal of Electrical & Computer Engineering (BAJECE)	87	2	2.29885057471264	10.17694
4917	The National Institute of Biological Resources	131	3	2.29007633587786	10.12651
79	EMBO	3237	74	2.28606734630831	10.15252
1659	Marshfield Clinic Research Foundation	1450	33	2.27586206896552	10.21636, 10.3121
7793	Paul V. Galvin Library/Illinois Institute of Technology	44	1	2.27272727272727	10.18409
8571	Anyanyelv-pedagogia	44	1	2.27272727272727	10.21030
1159	Microbiology Research Foundation	2779	63	2.26700251889169	10.2323
1758	Japan Society for Molecular Science	89	2	2.24719101123596	10.3175
4635	Hokkaido Geographical Society	89	2	2.24719101123596	10.7886
1312	American Journal of Science (AJS)	11583	260	2.24466891133558	10.2475
6987	The National Academies Press	9977	222	2.22511777087301	10.17226
2984	Bloomsbury Academic	7066	157	2.22190772714407	10.2752, 10.5040, 10.5235
844	American Public Health Association	44550	989	2.21997755331089	10.2105
10602	Mineralogical Society of America	6664	147	2.20588235294118	10.2138
895	Dove Medical Press Ltd.	35271	778	2.20577811800062	10.2147
3933	Lockwood Press	91	2	2.1978021978022	10.5913
1827	The Society for Actinomycetes Japan	319	7	2.19435736677116	10.3209
1191	American Dental Society of Anesthesiology (ADSA)	458	10	2.18340611353712	10.2344
5837	Institute of Ethnology and Folklore Research	92	2	2.17391304347826	10.15176
1030	Geophysical Center of the Russian Academy of Sciences	696	15	2.1551724137931	10.2205
1167	American Diabetes Association	42728	920	2.15315483991762	10.2337
3822	Digital Journal of Opthalmology	93	2	2.1505376344086	10.5693
10470	Indian Phytopathological Society	93	2	2.1505376344086	10.24838
1446	Japanese Association for the Integrated Study of Dietary Habits	934	20	2.14132762312634	10.2740
1121	JSTOR	1763389	37651	2.13514998675845	10.2307
3724	Editorial Office of Chinese Journal of Cancer	657	14	2.13089802130898	10.5732
4644	Royal Zoological Society of New South Wales	1457	31	2.12765957446808	10.7882
3250	Image Processing On Line	141	3	2.12765957446808	10.5201
5669	Society of Urologic Nurses and Associates (SUNA)	47	1	2.12765957446808	10.7257
5856	Antiquity Publications	849	18	2.12014134275618	10.15184
1871	Cancer Intelligence	519	11	2.11946050096339	10.3332
2060	Baishideng Publishing Group Inc.	32720	692	2.11491442542787	10.13105, 10.12998, 10.11569, 10.3748, 10.4292, 10.4291, 10.4252, 10.4253, 10.4251, 10.4254, 10.4330, 10.4331, 10.5662, 10.4329, 10.5496, 10.5495, 10.5494, 10.5493, 10.5499, 10.5498, 10.5497, 10.5492, 10.4239, 10.4240, 10.5501, 10.5500, 10.5528, 10.5527, 10.5409, 10.5412, 10.5411, 10.5410, 10.5306, 10.5317, 10.5316, 10.5315, 10.5314, 10.5319, 10.5318, 10.5313, 10.5312, 10.5320, 10.5321
7368	International Neuroscience Institute	142	3	2.11267605633803	10.17795
5002	Dahlitz Media Pty, Ltd.	95	2	2.10526315789474	10.12744
6189	The Polynesian Society	95	2	2.10526315789474	10.15286
11367	International Association of Clinical Neuropsychotherapy	95	2	2.10526315789474	10.26827, 10.12744
1272	American Veterinary Medical Association (AVMA)	11596	244	2.10417385305278	10.2460
1665	Scientific Societies	38210	803	2.10154409840356	10.1094
7236	American Mental Health Counselors Association	384	8	2.08333333333333	10.17744
2358	Tree-Ring Society	240	5	2.08333333333333	10.3959
1086	American Association for Cancer Research (AACR)	118435	2465	2.08131042343902	10.1158
2062	Mineralogical Association of Canada	2068	43	2.07930367504836	10.3749
4950	F1000 Research, Ltd.	4482	93	2.07496653279786	10.12688
3465	Pacific Affairs	291	6	2.06185567010309	10.5509
2024	The Japanese Nematological Society	245	5	2.04081632653061	10.3725
10373	Zoological Research	49	1	2.04081632653061	10.24272
2641	Future Science, LTD	8699	177	2.03471663409587	10.2144, 10.4155
3054	Korean Association of Anatomists (KAMJE)	295	6	2.03389830508475	10.5115
8570	Emory University	591	12	2.03045685279188	10.18737
11859	Southern Spaces	591	12	2.03045685279188	10.18737, 10.29308
3	American Association of Physics Teachers (AAPT)	40037	810	2.02312860603941	10.1119
250	EDP Sciences	222736	4502	2.02122692335321	10.9742, 10.2516, 10.2515, 10.1051
11859	Southern Spaces	595	12	2.01680672268908	10.18737, 10.29308
1010	JMIR Publications Inc.	7899	159	2.01291302696544	10.2196
3285	Ubiquity Press, Ltd.	12719	256	2.01273685038132	10.1629, 10.5334
5201	Ross Science Publishers	50	1	2	10.13055
5990	Journal of Fungus	50	1	2	10.15318
6635	Acta Zoologica Hungarica	50	1	2	10.17109
8897	Asociacion Espanola de Ciencia Politica y de al Administracion	50	1	2	10.21308
10859	British Ornithologists' Club	50	1	2	10.25226
993	Japan Academy	2955	59	1.99661590524535	10.2183
351	Society for Industrial & Applied Mathematics (SIAM)	59827	1191	1.99073996690457	10.1137
2643	Canadian Mathematical Society	10008	199	1.98840927258193	10.4153
2669	The Korean Academy of Asthma, Allergy and Clinical Immunology and The Korean Academy of Pediatric Al	808	16	1.98019801980198	10.4168
4563	North Atlantic Region Association for Counselor Education and Supervision	101	2	1.98019801980198	10.7729
2088	Archaeological Institute of America	1567	31	1.97830248883216	10.3764
2620	Libertas Academica, Ltd.	4808	95	1.97587354409318	10.4137
3227	University of Nebraska Press	1572	31	1.97201017811705	10.5250
316	American Chemical Society (ACS)	1509704	29671	1.96535214850063	10.26434, 10.1021, 10.29200
4284	Michigan Academy of Science, Arts and Letters	51	1	1.96078431372549	10.7245
278	Mary Ann Liebert Inc	149896	2933	1.95668997171372	10.1089
1070	Scientific Journal Publishers Ltd	3346	65	1.94261805140466	10.2224
6719	Faculdade de Letras, UFRJ	103	2	1.94174757281553	10.17074
336	Japanese Society of Microbial Ecology	1084	21	1.93726937269373	10.1264
225	American Association of Pharmaceutical Scientists (AAPS)	4255	82	1.92714453584019	10.1208
4494	Martin Eve	156	3	1.92307692307692	10.7766
3610	Office of Research, Development and Information (ORDI)	104	2	1.92307692307692	10.5600
2359	The Econometric Society	2192	42	1.91605839416058	10.3982
2087	American Academy of Audiology	1201	23	1.9150707743547	10.3766
333	Japan Society for Cell Biology	1619	31	1.9147621988882	10.1247
1807	White Horse Press	2142	41	1.9140989729225	10.3197
5994	Led Edizioni Universitarie	734	14	1.90735694822888	10.7359, 10.7358
5208	NamesforLife, LLC	70093	1330	1.89747906352988	10.1601
1222	Association of Avian Veterinarians (AAV)	900	17	1.88888888888889	10.1647
4017	The Japan Society of Island Studies	53	1	1.88679245283019	10.5995
4846	Asociacion Herpetologica Española	53	1	1.88679245283019	10.11160
6345	SECEMU	53	1	1.88679245283019	10.14709
230	American Psychiatric Publishing	90432	1702	1.8820771408351	10.1176
2048	University of California Agriculture and Natural Resources (UC ANR)	2082	39	1.87319884726225	10.3733
5574	Journal of Biological Methods	107	2	1.86915887850467	10.14440
2933	ZBW - German National Library of Economics	375	7	1.86666666666667	10.5018
3303	Bulletin of Marine Science	483	9	1.86335403726708	10.5343
3042	The Scientific and Technological Research Council of Turkey	4680	87	1.85897435897436	10.3906, 10.5086
2634	Japanese Association of Hydrological Sciences	162	3	1.85185185185185	10.4145
3084	Comparative Politics CUNY	326	6	1.84049079754601	10.5129
69	Dartmouth College Library Press	924	17	1.83982683982684	10.1349
5081	Dancecult: Journal of Electronic Dance Music Culture	218	4	1.8348623853211	10.12801
16	American Physical Society (APS)	625987	11485	1.83470263759471	10.29172, 10.1103
8297	JPPS Journal	493	9	1.82555780933063	10.18433
3815	Korea Genome Organization	329	6	1.82370820668693	10.5808
4390	Scientific Annals of Computer Science	55	1	1.81818181818182	10.7561
6993	KOME Journal	55	1	1.81818181818182	10.17646
8155	The Korean Association for Dialectology	55	1	1.81818181818182	10.19069
9702	Instituto Federal de Educacao Ciencia e Tecnologia do Rio de Janeiro - IFRJ	55	1	1.81818181818182	10.22407
143	Michigan Mathematical Journal	2706	49	1.81079083518108	10.1307
4690	Johns Hopkins School Bloomberg School of Public Health, Center for Communication Programs	333	6	1.8018018018018	10.9745
4285	American College of Physicians	55968	1004	1.79388221841052	10.7326
342	Prous Science	8920	160	1.79372197309417	10.1358
1754	Journal of Neurosurgery Publishing Group (JNSPG)	32477	582	1.79203744188195	10.3171
3470	University of Illinois Libraries	3468	62	1.78777393310265	10.5210
2887	The Korean Society of Phycology	560	10	1.78571428571429	10.4490
7499	Western Australian Museum	448	8	1.78571428571429	10.18195
4332	Centro de Investigacao e Estudos de Sociologia (CIES-IUL)	168	3	1.78571428571429	10.7458
4201	Human Geographies	112	2	1.78571428571429	10.5719
11843	Faculty of Geography, Bucharest University	112	2	1.78571428571429	10.5719
894	American Society of Health System Pharmacists	5122	91	1.77664974619289	10.2146
3234	Australian Society for the Study of Labour History	507	9	1.77514792899408	10.5263
2068	The Japanese Society of Limnology	1815	32	1.76308539944904	10.3739
3883	Pediatric Pharmacy Advocacy Group	341	6	1.75953079178886	10.5863
5101	Japan Association of Real Options and Strategy	57	1	1.75438596491228	10.12949
7223	Pyatigorsk State Linguistic University	57	1	1.75438596491228	10.17726
389	Schattauer GmbH	8051	141	1.75133523785865	10.15654, 10.15653, 10.12687, 10.1160, 10.3413, 10.3414, 10.3415, 10.4338, 10.5482, 10.15265
4754	iSchools	172	3	1.74418604651163	10.9776
4142	Universities Federation for Animal Welfare	346	6	1.73410404624277	10.7120
5387	University of Queensland Library	289	5	1.73010380622837	10.14264
6023	Literati Scientific and Publishers, Pvt. Limited	174	3	1.72413793103448	10.15272
2067	Princeton Theological Seminary Library	58	1	1.72413793103448	10.3754
8487	Cancer Biology and Medicine	58	1	1.72413793103448	10.20892
8614	Universitat de Lleida	58	1	1.72413793103448	10.21001
1260	Coastal Education and Research Foundation	3775	65	1.72185430463576	10.2112
3882	Korean Stroke Society	291	5	1.71821305841924	10.5853
3151	British Society for Plant Pathology	472	8	1.69491525423729	10.5197
3449	The Korean Society of Toxicology	472	8	1.69491525423729	10.5487
